# Undirected graph: redesocial.txt
# Grafo nao direcionado para redes sociais
# Nodes: 5000 Edges: 375000
# FromNodeId	ToNodeId
5	1912
5	1965
5	2003
5	2005
5	2028
5	2061
5	2098
5	2121
5	2158
5	2164
5	2169
5	2182
5	2232
5	2444
5	2554
5	2567
5	2579
5	2598
5	2639
5	2650
5	2665
5	2827
5	2831
5	2849
5	2856
5	2881
5	2897
5	2969
5	2998
5	3080
5	3090
5	3102
5	3125
5	3149
5	3161
5	3167
5	3180
5	3201
5	3263
5	3265
5	3308
5	3373
5	3376
5	3447
5	3499
5	3517
5	3520
5	3529
5	3536
5	3543
5	3578
5	3588
5	3592
5	3595
5	3636
5	3666
5	3688
5	3701
5	3708
5	3771
5	3779
5	3828
5	3842
5	3848
5	3871
5	3930
5	4003
5	4005
5	4236
5	4246
5	4330
5	4338
5	4419
5	4452
5	4455
5	4569
5	4589
5	4658
5	4689
5	4693
5	4729
5	4762
5	4840
5	4856
5	4894
5	4932
5	4967
5	4977
6	10
6	39
6	48
6	99
6	105
6	126
6	148
6	167
6	241
6	246
6	250
6	259
6	272
6	282
6	287
6	319
6	353
6	377
6	399
6	405
6	467
6	509
6	510
6	518
6	553
6	561
6	581
6	593
6	616
6	657
6	664
6	723
6	748
6	807
6	821
6	877
6	902
6	945
6	979
6	995
6	1008
6	1050
6	1063
6	1171
6	1173
6	1174
6	1214
6	1247
6	1421
6	1433
6	1654
6	1666
6	1689
6	1710
6	1717
6	1720
6	1746
6	1753
6	1772
6	1797
6	1801
6	1856
6	1880
6	1955
6	2027
6	2045
6	2049
6	2083
6	2089
6	2146
6	2259
6	2288
6	2302
6	2409
6	2419
6	2436
6	2452
6	2480
6	2498
6	2516
6	2608
6	2613
6	2689
6	2794
6	2815
6	2821
6	2931
6	2942
6	2947
6	3049
6	3055
6	3084
6	3143
6	3148
6	3159
6	3212
6	3299
6	3335
6	3404
6	3453
6	3505
6	3544
6	3553
6	3559
6	3620
6	3639
6	3683
6	3714
6	3739
6	3773
6	3817
6	3830
6	3864
6	3892
6	3906
6	3908
6	3916
6	4002
6	4095
6	4233
6	4264
6	4288
6	4294
6	4350
6	4355
6	4362
6	4391
6	4424
6	4457
6	4468
6	4475
6	4481
6	4580
6	4596
6	4605
6	4614
6	4627
6	4647
6	4683
6	4688
6	4702
6	4717
6	4746
6	4773
6	4787
6	4830
6	4870
6	4908
6	4918
6	4959
6	4970
6	4984
7	11
7	14
7	49
7	115
7	132
7	165
7	230
7	306
7	329
7	344
7	346
7	406
7	419
7	530
7	587
7	592
7	628
7	663
7	668
7	726
7	755
7	816
7	827
7	837
7	840
7	863
7	883
7	884
7	885
7	920
7	1003
7	1018
7	1029
7	1045
7	1063
7	1069
7	1140
7	1158
7	1188
7	1236
7	1282
7	1308
7	1321
7	1336
7	1350
7	1358
7	1374
7	1437
7	1461
7	1462
7	1487
7	1505
7	1509
7	1561
7	1621
7	1676
7	1701
7	1717
7	1724
7	1767
7	1912
7	1963
7	2053
7	2082
7	2133
7	2225
7	2263
7	2268
7	2278
7	2365
7	2405
7	2429
7	2444
7	2499
7	2505
7	2526
7	2529
7	2536
7	2586
7	2685
7	2732
7	2809
7	2842
7	2857
7	2889
7	2911
7	2919
7	2929
7	2956
7	2998
7	3010
7	3022
7	3069
7	3101
7	3279
7	3332
7	3350
7	3355
7	3364
7	3405
7	3438
7	3460
7	3475
7	3635
7	3643
7	3667
7	3682
7	3711
7	3714
7	3716
7	3837
7	4090
7	4097
7	4114
7	4119
7	4155
7	4166
7	4170
7	4201
7	4287
7	4313
7	4362
7	4365
7	4389
7	4395
7	4478
7	4496
7	4497
7	4544
7	4575
7	4588
7	4598
7	4646
7	4659
7	4668
7	4793
7	4825
7	4873
7	4911
8	27
8	52
8	62
8	107
8	112
8	133
8	190
8	216
8	232
8	240
8	269
8	306
8	318
8	336
8	380
8	426
8	427
8	481
8	488
8	517
8	523
8	533
8	652
8	678
8	713
8	717
8	819
8	838
8	839
8	854
8	888
8	896
8	946
8	956
8	1028
8	1046
8	1071
8	1125
8	1138
8	1249
8	1265
8	1284
8	1347
8	1407
8	1425
8	1503
8	1535
8	1638
8	1654
8	1691
8	1694
8	1760
8	1768
8	1809
8	1811
8	1827
8	1834
8	1900
8	1923
8	1929
8	1940
8	1942
8	1996
8	2127
8	2143
8	2174
8	2185
8	2200
8	2207
8	2238
8	2276
8	2277
8	2286
8	2344
8	2375
8	2438
8	2536
8	2543
8	2598
8	2611
8	2632
8	2672
8	2697
8	2742
8	2743
8	2755
8	2760
8	2761
8	2793
8	2838
8	2843
8	2927
8	2934
8	2988
8	3002
8	3019
8	3053
8	3072
8	3075
8	3086
8	3122
8	3141
8	3204
8	3214
8	3250
8	3273
8	3332
8	3365
8	3374
8	3403
8	3413
8	3462
8	3542
8	3693
8	3761
8	3919
8	3923
8	4005
8	4067
8	4073
8	4090
8	4114
8	4135
8	4166
8	4202
8	4209
8	4238
8	4257
8	4296
8	4317
8	4323
8	4411
8	4421
8	4467
8	4526
8	4576
8	4589
8	4597
8	4673
8	4700
8	4713
8	4774
8	4822
8	4824
8	4838
8	4870
8	4874
8	4908
8	4916
8	4935
8	4952
8	4975
9	52
9	74
9	110
9	142
9	153
9	176
9	290
9	351
9	414
9	458
9	461
9	485
9	496
9	534
9	573
9	578
9	593
9	614
9	629
9	638
9	651
9	658
9	670
9	677
9	691
9	699
9	727
9	866
9	873
9	885
9	958
9	963
9	1003
9	1030
9	1082
9	1083
9	1089
9	1090
9	1106
9	1153
9	1181
9	1230
9	1365
9	1418
9	1422
9	1448
9	1454
9	1458
9	1466
9	1503
9	1508
9	1622
9	1638
9	1737
9	1742
9	1746
9	1797
9	1803
9	1857
9	1864
9	1889
9	1919
9	1935
9	1957
9	2063
9	2074
9	2109
9	2158
9	2230
9	2254
9	2257
9	2276
9	2301
9	2332
9	2355
9	2393
9	2414
9	2480
9	2504
9	2562
9	2604
9	2624
9	2670
9	2786
9	2883
9	2906
9	2911
9	2956
9	2965
9	2969
9	2972
9	3046
9	3055
9	3095
9	3127
9	3145
9	3150
9	3208
9	3212
9	3215
9	3217
9	3262
9	3287
9	3288
9	3289
9	3290
9	3293
9	3343
9	3399
9	3401
9	3406
9	3519
9	3536
9	3619
9	3668
9	3687
9	3706
9	3804
9	3840
9	3852
9	3941
9	4022
9	4047
9	4182
9	4270
9	4325
9	4328
9	4355
9	4386
9	4404
9	4410
9	4446
9	4499
9	4541
9	4545
9	4564
9	4654
9	4660
9	4666
9	4695
9	4721
9	4727
9	4737
9	4796
9	4803
9	4827
9	4833
9	4834
9	4885
10	65
10	79
10	122
10	130
10	142
10	174
10	193
10	206
10	222
10	277
10	357
10	368
10	387
10	395
10	454
10	513
10	517
10	530
10	564
10	570
10	589
10	610
10	645
10	678
10	721
10	771
10	772
10	811
10	823
10	829
10	841
10	897
10	920
10	948
10	986
10	988
10	1003
10	1020
10	1043
10	1054
10	1110
10	1179
10	1210
10	1220
10	1242
10	1262
10	1297
10	1403
10	1406
10	1411
10	1423
10	1438
10	1472
10	1572
10	1606
10	1670
10	1708
10	1725
10	1744
10	1781
10	1809
10	1834
10	1896
10	1910
10	2033
10	2059
10	2088
10	2116
10	2171
10	2173
10	2176
10	2257
10	2267
10	2296
10	2358
10	2370
10	2475
10	2491
10	2524
10	2525
10	2527
10	2543
10	2566
10	2657
10	2660
10	2672
10	2681
10	2693
10	2741
10	2774
10	2886
10	2903
10	2910
10	2942
10	2945
10	2951
10	2964
10	2981
10	3134
10	3227
10	3238
10	3310
10	3311
10	3317
10	3336
10	3343
10	3366
10	3373
10	3405
10	3413
10	3441
10	3468
10	3509
10	3519
10	3533
10	3596
10	3610
10	3638
10	3653
10	3684
10	3730
10	3740
10	3801
10	3847
10	3872
10	3882
10	3900
10	3909
10	4005
10	4011
10	4021
10	4053
10	4102
10	4105
10	4117
10	4132
10	4138
10	4156
10	4207
10	4212
10	4255
10	4335
10	4336
10	4438
10	4439
10	4593
10	4606
10	4656
10	4668
10	4670
10	4679
10	4814
10	4841
10	4852
10	4909
10	4959
10	4964
10	4989
11	52
11	60
11	71
11	179
11	246
11	253
11	329
11	400
11	437
11	470
11	482
11	490
11	528
11	549
11	624
11	631
11	637
11	660
11	671
11	726
11	762
11	792
11	894
11	906
11	908
11	950
11	951
11	960
11	980
11	1034
11	1048
11	1054
11	1070
11	1130
11	1181
11	1192
11	1355
11	1389
11	1417
11	1420
11	1429
11	1432
11	1473
11	1512
11	1539
11	1551
11	1581
11	1614
11	1630
11	1652
11	1656
11	1666
11	1726
11	1751
11	1788
11	1824
11	1825
11	1846
11	1871
11	1895
11	1907
11	1915
11	1935
11	1947
11	1960
11	2063
11	2068
11	2069
11	2081
11	2086
11	2110
11	2127
11	2138
11	2149
11	2219
11	2248
11	2265
11	2347
11	2449
11	2453
11	2454
11	2473
11	2493
11	2505
11	2519
11	2537
11	2545
11	2583
11	2615
11	2630
11	2656
11	2689
11	2747
11	2750
11	2815
11	2858
11	2878
11	2919
11	2963
11	2988
11	3032
11	3060
11	3085
11	3098
11	3105
11	3141
11	3161
11	3182
11	3185
11	3248
11	3263
11	3271
11	3273
11	3282
11	3338
11	3347
11	3613
11	3614
11	3633
11	3634
11	3665
11	3691
11	3708
11	3738
11	3755
11	3795
11	3837
11	3959
11	3989
11	4003
11	4006
11	4007
11	4032
11	4042
11	4063
11	4068
11	4165
11	4167
11	4168
11	4261
11	4337
11	4341
11	4349
11	4419
11	4431
11	4461
11	4489
11	4578
11	4611
11	4652
11	4697
11	4737
11	4773
11	4853
11	4918
11	4946
12	29
12	86
12	91
12	98
12	112
12	137
12	259
12	286
12	308
12	358
12	404
12	436
12	493
12	527
12	582
12	590
12	608
12	615
12	633
12	672
12	715
12	755
12	804
12	873
12	875
12	959
12	969
12	995
12	1087
12	1107
12	1123
12	1186
12	1249
12	1273
12	1350
12	1357
12	1491
12	1548
12	1552
12	1554
12	1644
12	1646
12	1653
12	1666
12	1737
12	1810
12	1828
12	1890
12	1937
12	1960
12	1989
12	2011
12	2018
12	2023
12	2095
12	2120
12	2125
12	2161
12	2171
12	2178
12	2179
12	2196
12	2251
12	2253
12	2266
12	2273
12	2288
12	2310
12	2314
12	2442
12	2448
12	2451
12	2465
12	2626
12	2635
12	2637
12	2684
12	2687
12	2708
12	2726
12	2748
12	2768
12	2802
12	2821
12	2822
12	2867
12	2889
12	2903
12	2982
12	3018
12	3061
12	3070
12	3071
12	3077
12	3100
12	3112
12	3186
12	3312
12	3325
12	3338
12	3407
12	3422
12	3439
12	3445
12	3573
12	3588
12	3602
12	3644
12	3664
12	3708
12	3729
12	3827
12	3860
12	3873
12	3883
12	3900
12	3921
12	3977
12	3981
12	4080
12	4104
12	4109
12	4207
12	4254
12	4322
12	4329
12	4336
12	4346
12	4349
12	4363
12	4368
12	4388
12	4405
12	4406
12	4509
12	4528
12	4564
12	4587
12	4713
12	4764
12	4780
12	4784
12	4860
12	4910
12	4948
12	4971
13	21
13	165
13	194
13	276
13	351
13	378
13	404
13	447
13	454
13	461
13	515
13	525
13	574
13	614
13	615
13	659
13	668
13	672
13	673
13	677
13	690
13	700
13	720
13	749
13	816
13	827
13	931
13	985
13	1071
13	1096
13	1138
13	1177
13	1184
13	1211
13	1279
13	1328
13	1344
13	1347
13	1410
13	1426
13	1446
13	1477
13	1536
13	1555
13	1589
13	1687
13	1731
13	1733
13	1769
13	1787
13	1860
13	1896
13	1914
13	1917
13	1921
13	1944
13	1950
13	1961
13	1984
13	2004
13	2008
13	2036
13	2050
13	2054
13	2058
13	2104
13	2142
13	2164
13	2173
13	2180
13	2217
13	2247
13	2261
13	2264
13	2333
13	2389
13	2439
13	2441
13	2470
13	2477
13	2504
13	2524
13	2555
13	2577
13	2608
13	2676
13	2678
13	2712
13	2719
13	2761
13	2807
13	2809
13	2821
13	2836
13	2902
13	3031
13	3163
13	3175
13	3195
13	3217
13	3230
13	3239
13	3268
13	3336
13	3370
13	3430
13	3433
13	3455
13	3468
13	3506
13	3512
13	3585
13	3598
13	3609
13	3635
13	3677
13	3793
13	3801
13	3803
13	3882
13	3889
13	3894
13	3919
13	4008
13	4029
13	4043
13	4127
13	4129
13	4154
13	4218
13	4236
13	4254
13	4275
13	4365
13	4458
13	4470
13	4477
13	4486
13	4584
13	4604
13	4612
13	4647
13	4693
13	4695
13	4700
13	4724
13	4733
13	4784
13	4788
13	4795
13	4802
13	4961
14	28
14	65
14	84
14	164
14	168
14	236
14	254
14	308
14	318
14	325
14	344
14	345
14	431
14	481
14	552
14	643
14	679
14	680
14	712
14	747
14	780
14	827
14	879
14	909
14	913
14	921
14	934
14	971
14	1014
14	1033
14	1058
14	1135
14	1150
14	1329
14	1330
14	1375
14	1401
14	1477
14	1492
14	1539
14	1578
14	1754
14	1797
14	1816
14	1820
14	1836
14	1849
14	1850
14	1911
14	1920
14	1992
14	2036
14	2077
14	2085
14	2161
14	2193
14	2196
14	2273
14	2323
14	2330
14	2342
14	2433
14	2435
14	2445
14	2458
14	2497
14	2511
14	2548
14	2624
14	2628
14	2634
14	2658
14	2680
14	2769
14	2776
14	2845
14	2877
14	2924
14	2975
14	3015
14	3055
14	3080
14	3104
14	3173
14	3214
14	3223
14	3232
14	3241
14	3256
14	3311
14	3312
14	3354
14	3377
14	3382
14	3383
14	3400
14	3408
14	3420
14	3421
14	3425
14	3509
14	3518
14	3568
14	3601
14	3640
14	3643
14	3675
14	3682
14	3730
14	3731
14	3763
14	3796
14	3803
14	3812
14	3826
14	3867
14	3873
14	3882
14	3972
14	4000
14	4085
14	4114
14	4118
14	4133
14	4143
14	4184
14	4249
14	4259
14	4262
14	4293
14	4356
14	4449
14	4474
14	4490
14	4581
14	4616
14	4618
14	4692
14	4743
14	4764
14	4816
14	4850
14	4906
14	4948
15	87
15	89
15	118
15	132
15	153
15	277
15	309
15	317
15	330
15	374
15	399
15	404
15	448
15	468
15	538
15	539
15	608
15	671
15	677
15	715
15	795
15	801
15	833
15	861
15	862
15	901
15	933
15	969
15	1002
15	1029
15	1060
15	1064
15	1072
15	1173
15	1175
15	1191
15	1228
15	1376
15	1421
15	1491
15	1572
15	1576
15	1661
15	1675
15	1699
15	1865
15	1898
15	1919
15	1930
15	1941
15	1949
15	1973
15	1992
15	2032
15	2104
15	2125
15	2126
15	2150
15	2212
15	2221
15	2230
15	2282
15	2302
15	2333
15	2337
15	2379
15	2390
15	2392
15	2414
15	2428
15	2459
15	2523
15	2547
15	2579
15	2592
15	2598
15	2615
15	2626
15	2638
15	2654
15	2662
15	2699
15	2722
15	2759
15	2781
15	2813
15	2843
15	2880
15	2964
15	2973
15	2974
15	2983
15	3006
15	3016
15	3046
15	3096
15	3097
15	3173
15	3293
15	3316
15	3321
15	3334
15	3351
15	3360
15	3431
15	3567
15	3583
15	3590
15	3603
15	3787
15	3792
15	3820
15	3875
15	3903
15	3933
15	3964
15	4005
15	4006
15	4050
15	4089
15	4091
15	4157
15	4183
15	4205
15	4251
15	4344
15	4347
15	4348
15	4380
15	4394
15	4420
15	4441
15	4456
15	4481
15	4497
15	4544
15	4573
15	4592
15	4657
15	4682
15	4716
15	4718
15	4742
15	4769
15	4805
15	4821
15	4868
15	4876
15	4880
15	4892
15	4924
15	4962
15	4969
15	4972
15	4999
16	56
16	84
16	92
16	166
16	211
16	215
16	230
16	271
16	294
16	299
16	329
16	407
16	423
16	513
16	569
16	594
16	670
16	713
16	736
16	837
16	865
16	914
16	916
16	953
16	955
16	967
16	1003
16	1068
16	1098
16	1100
16	1144
16	1147
16	1149
16	1279
16	1282
16	1349
16	1367
16	1465
16	1480
16	1485
16	1542
16	1600
16	1602
16	1678
16	1722
16	1867
16	1909
16	1916
16	1954
16	1966
16	2001
16	2048
16	2084
16	2139
16	2163
16	2207
16	2289
16	2320
16	2456
16	2471
16	2542
16	2564
16	2582
16	2683
16	2711
16	2734
16	2778
16	2788
16	2804
16	2826
16	2847
16	2863
16	2895
16	2923
16	2929
16	2960
16	2979
16	3071
16	3072
16	3108
16	3126
16	3130
16	3150
16	3230
16	3278
16	3297
16	3384
16	3433
16	3491
16	3529
16	3545
16	3584
16	3618
16	3635
16	3692
16	3730
16	3732
16	3739
16	3806
16	3897
16	3905
16	3926
16	3945
16	4013
16	4028
16	4039
16	4061
16	4078
16	4105
16	4172
16	4244
16	4335
16	4337
16	4372
16	4380
16	4384
16	4422
16	4438
16	4490
16	4501
16	4503
16	4507
16	4552
16	4566
16	4576
16	4653
16	4662
16	4675
16	4684
16	4701
16	4708
16	4712
16	4770
16	4819
16	4830
16	4858
16	4877
16	4979
16	4992
17	23
17	47
17	48
17	50
17	53
17	82
17	86
17	255
17	278
17	279
17	298
17	328
17	344
17	361
17	540
17	544
17	558
17	574
17	578
17	615
17	621
17	657
17	713
17	725
17	758
17	774
17	806
17	906
17	927
17	942
17	969
17	1004
17	1064
17	1085
17	1118
17	1131
17	1136
17	1164
17	1167
17	1195
17	1319
17	1321
17	1390
17	1396
17	1435
17	1490
17	1529
17	1605
17	1616
17	1626
17	1681
17	1683
17	1711
17	1720
17	1768
17	1774
17	1778
17	1852
17	1854
17	1895
17	1959
17	1960
17	2019
17	2025
17	2121
17	2122
17	2129
17	2133
17	2210
17	2272
17	2274
17	2317
17	2414
17	2499
17	2633
17	2696
17	2728
17	2798
17	2833
17	2838
17	2913
17	2939
17	2943
17	3018
17	3037
17	3055
17	3126
17	3159
17	3236
17	3273
17	3295
17	3298
17	3407
17	3428
17	3456
17	3502
17	3551
17	3565
17	3609
17	3621
17	3627
17	3637
17	3654
17	3716
17	3723
17	3769
17	3776
17	3850
17	3872
17	3877
17	3960
17	3961
17	3969
17	4010
17	4030
17	4042
17	4050
17	4064
17	4071
17	4092
17	4112
17	4154
17	4179
17	4186
17	4199
17	4213
17	4248
17	4288
17	4358
17	4370
17	4384
17	4445
17	4448
17	4478
17	4479
17	4527
17	4530
17	4550
17	4554
17	4577
17	4635
17	4664
17	4673
17	4675
17	4731
17	4752
17	4758
17	4762
17	4771
17	4803
17	4810
17	4845
17	4861
17	4885
17	4958
17	4997
17	4998
18	34
18	39
18	49
18	90
18	108
18	133
18	172
18	193
18	251
18	258
18	314
18	366
18	377
18	383
18	411
18	435
18	453
18	603
18	604
18	632
18	686
18	708
18	712
18	815
18	835
18	860
18	876
18	885
18	960
18	1005
18	1022
18	1041
18	1132
18	1194
18	1230
18	1231
18	1391
18	1402
18	1423
18	1504
18	1516
18	1531
18	1540
18	1585
18	1589
18	1708
18	1723
18	1748
18	1803
18	1847
18	1869
18	1926
18	1928
18	1958
18	1968
18	1979
18	2052
18	2057
18	2073
18	2102
18	2114
18	2138
18	2161
18	2173
18	2216
18	2256
18	2266
18	2322
18	2363
18	2386
18	2544
18	2553
18	2578
18	2634
18	2655
18	2677
18	2708
18	2724
18	2751
18	2772
18	2795
18	2799
18	2801
18	2805
18	2825
18	2828
18	2831
18	2887
18	2893
18	2896
18	2921
18	2943
18	2955
18	2989
18	2991
18	3020
18	3036
18	3048
18	3094
18	3142
18	3179
18	3198
18	3236
18	3248
18	3278
18	3279
18	3301
18	3317
18	3318
18	3461
18	3467
18	3601
18	3634
18	3752
18	3765
18	3790
18	3795
18	3798
18	3869
18	3910
18	3991
18	3998
18	4066
18	4088
18	4105
18	4107
18	4139
18	4144
18	4214
18	4256
18	4295
18	4305
18	4328
18	4336
18	4357
18	4360
18	4371
18	4385
18	4402
18	4423
18	4501
18	4523
18	4550
18	4555
18	4566
18	4595
18	4601
18	4696
18	4768
18	4792
18	4812
18	4835
18	4876
18	4908
18	4932
18	4954
18	4961
18	4972
18	4981
19	38
19	106
19	127
19	129
19	140
19	149
19	194
19	213
19	226
19	239
19	280
19	289
19	299
19	316
19	406
19	496
19	529
19	549
19	556
19	572
19	606
